uniprotswissprot,Symbol,logFC,t,P.Value,adj.P.Val,B,DEG,DEG_up,DEG_down,sig,UniProt,Subcellular.location..CC.,Intramembrane,Topological.domain,Transmembrane
P00533,EGFR,76893296842023,"3,373943871","0,0008412202015","0,009864995444","-4,59511985",TRUE,TRUE,FALSE,significant,Q504U8,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17182860, ECO:0000269|PubMed:20462955, ECO:0000269|PubMed:23589287, ECO:0000269|PubMed:27153536, ECO:0000269|PubMed:2790960}; Single-pass type I membrane protein {ECO:0000269|PubMed:27153536}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:27153536}; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass type I membrane protein. Nucleus membrane; Single-pass type I membrane protein. Endosome {ECO:0000269|PubMed:17182860, ECO:0000269|PubMed:27153536}. Endosome membrane. Nucleus {ECO:0000269|PubMed:17115032, ECO:0000269|PubMed:17909029, ECO:0000269|PubMed:20551055, ECO:0000269|PubMed:20674546}. Note=In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER (PubMed:20674546, PubMed:17909029). Endocytosed upon activation by ligand (PubMed:2790960, PubMed:17182860, PubMed:27153536, PubMed:17909029). Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF) (PubMed:20551055). {ECO:0000269|PubMed:17182860, ECO:0000269|PubMed:17909029, ECO:0000269|PubMed:20674546, ECO:0000269|PubMed:27153536, ECO:0000269|PubMed:2790960}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.",,TOPO_DOM 25..645; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 669..1210; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 646..668; /note=Helical; /evidence=ECO:0000255
Q15262,PTPRK,-330089148246850,"-10,74495336",0,0,"-4,59511985",TRUE,FALSE,TRUE,significant,Q15262,"SUBCELLULAR LOCATION: Cell junction, adherens junction. Cell membrane; Single-pass type I membrane protein.",,TOPO_DOM 27..752; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 775..1439; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 753..774; /note=Helical; /evidence=ECO:0000255
P49682,CXCR3,74050271471830,"5,555398927","0,00000006240635413","0,000002288194164","-4,59511985",TRUE,TRUE,FALSE,significant,P49682,SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:12782716}; Multi-pass membrane protein {ECO:0000269|PubMed:12782716}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000269|PubMed:12782716}; Multi-pass membrane protein {ECO:0000269|PubMed:12782716}.,,TOPO_DOM 1..53; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 81..89; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 111..125; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 148..169; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 190..212; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 234..255; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 278..298; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 322..368; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 54..80; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 90..110; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 126..147; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 170..189; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 213..233; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 256..277; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 299..321; /note=Helical; Name=7; /evidence=ECO:0000255
Q9UIB8,CD84,72204592546636,"5,681913669","0,00000003223795294","0,000001282017208","-4,59511985",TRUE,TRUE,FALSE,significant,Q9UIB8,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11389028, ECO:0000269|PubMed:12962726}; Single-pass type I membrane protein {ECO:0000269|PubMed:11389028, ECO:0000269|PubMed:12962726}.",,TOPO_DOM 22..225; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 247..345; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 226..246; /note=Helical; /evidence=ECO:0000255
Q9H4M9,EHD1,62915682061712,"7,59823452",0,0,"-4,59511985",TRUE,TRUE,FALSE,significant,B2R5U3,"SUBCELLULAR LOCATION: Recycling endosome membrane {ECO:0000269|PubMed:15020713, ECO:0000269|PubMed:17233914, ECO:0000269|PubMed:19864458, ECO:0000269|PubMed:23596323}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Early endosome membrane {ECO:0000269|PubMed:15020713}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell membrane {ECO:0000250|UniProtKB:Q9WVK4}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell projection, cilium membrane {ECO:0000269|PubMed:25686250}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Preferentially associates with tubular recycling endosomes (PubMed:15020713, PubMed:17233914, PubMed:19864458, PubMed:23596323). Colocalizes with FER1L5 at plasma membrane in myoblasts and myotubes (By similarity). Localizes to the ciliary pocket from where the cilium protrudes (PubMed:25686250). Colocalizes with BACE1 in tubulovesicular cytoplasmic membranes. Colocalizes with BACE1 and APP amyloid beta proteins in hippocampal mossy fiber terminals (By similarity). {ECO:0000250|UniProtKB:Q9WVK4, ECO:0000269|PubMed:15020713, ECO:0000269|PubMed:17233914, ECO:0000269|PubMed:19864458, ECO:0000269|PubMed:23596323, ECO:0000269|PubMed:25686250}.",,,
Q8N5H7,SH2D3C,58746883388717,"3,671429714","0,0002867755486","0,003954906068","-4,59511985",TRUE,TRUE,FALSE,significant,B4DG32,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12432078, ECO:0000269|PubMed:17174122}. Cell membrane {ECO:0000269|PubMed:12432078}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9QZS8}. Cell projection, axon {ECO:0000250|UniProtKB:Q9QZS8}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q9QZS8}. Note=Associated with the membrane when EGF-stimulated (By similarity). Expressed at the cortical actin ring in B cells (By similarity). {ECO:0000250|UniProtKB:Q9QZS8}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:17174122}; Peripheral membrane protein {ECO:0000269|PubMed:17174122}.",,,
Q9NS86,LANCL2,48393154264564,"3,445237614","0,0006543091617","0,008061450147","-4,59511985",TRUE,TRUE,FALSE,significant,B3KTN5,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12566319}. Cytoplasm {ECO:0000269|PubMed:12566319}. Cell membrane {ECO:0000269|PubMed:12566319, ECO:0000269|PubMed:16979580}. Note=Localizes to the juxta-nuclear vesicles (PubMed:16979580). Associates with the cortical actin cytoskeleton (PubMed:16979580). Cholesterol depletion by methyl-beta-cyclodextrin causes partial dissociation from the cell membrane in vitro and an enhanced cell detachment from the matrix in vivo (PubMed:16979580). Membrane-association is important for the increased cellular sensitivity to an anticancer drug (adriamycin) (PubMed:16979580). {ECO:0000269|PubMed:16979580}.",,,
Q6PCB8,EMB,303152388390748,"4,87993189","0,000001748847075","0,00004517198892","-4,59511985",TRUE,TRUE,FALSE,significant,Q6PCB8,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O88775}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:O88775}. Synapse {ECO:0000250|UniProtKB:P21995}. Note=Localizes to the neuromuscular junctions. {ECO:0000250|UniProtKB:P21995}.,,TOPO_DOM 33..260; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 282..327; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 261..281; /note=Helical; /evidence=ECO:0000255
P16284,PECAM1,47569720683079,"4,211951662","0,00003377111132","0,000630891482","-4,59511985",TRUE,TRUE,FALSE,significant,A0A075B738,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17580308}; Single-pass type I membrane protein {ECO:0000305}. Note=Cell surface expression on neutrophils is down-regulated upon fMLP or CXCL8/IL8-mediated stimulation. {ECO:0000269|PubMed:17580308}.; SUBCELLULAR LOCATION: [Isoform Long]: Cell membrane {ECO:0000269|PubMed:18388311, ECO:0000269|PubMed:19342684}; Single-pass type I membrane protein {ECO:0000305|PubMed:18388311}. Membrane raft {ECO:0000269|PubMed:17139370, ECO:0000269|PubMed:22496122}. Cell junction {ECO:0000269|PubMed:18388311}. Note=Localizes to the lateral border recycling compartment (LBRC) and recycles from the LBRC to the junction in resting endothelial cells. {ECO:0000269|PubMed:19342684}.; SUBCELLULAR LOCATION: [Isoform Delta15]: Cell junction {ECO:0000269|PubMed:18388311}. Note=Localizes to the lateral border recycling compartment (LBRC) and recycles from the LBRC to the junction in resting endothelial cells.",,TOPO_DOM 28..601; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 621..738; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 602..620; /note=Helical; /evidence=ECO:0000255
P35221,CTNNA1,46577861399329,"4,00373829","0,00007914908703","0,001300213939","-4,59511985",TRUE,TRUE,FALSE,significant,G3XAM7,"SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm, cytoskeleton. Cell junction, adherens junction. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell junction. Note=Found at cell-cell boundaries and probably at cell-matrix boundaries.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000269|PubMed:21708131}; Peripheral membrane protein {ECO:0000269|PubMed:21708131}; Cytoplasmic side {ECO:0000269|PubMed:21708131}.",,,
P15260,IFNGR1,-49421557722952,"-3,410327232","0,0007403665434","0,008951466195","-4,59511985",TRUE,FALSE,TRUE,significant,A0A0S2Z3Y2,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10811850, ECO:0000269|PubMed:28883123}; Single-pass type I membrane protein {ECO:0000255}.",,TOPO_DOM 18..245; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 267..489; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 246..266; /note=Helical; /evidence=ECO:0000255
Q13433,SLC39A6,-54281600213991,"-3,475811918","0,0005867135468","0,007375696278","-4,59511985",TRUE,FALSE,TRUE,significant,Q13433,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18272141}; Multi-pass membrane protein {ECO:0000255}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:12839489}; Multi-pass membrane protein {ECO:0000269|PubMed:12839489}. Membrane raft {ECO:0000269|PubMed:34394081}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000250|UniProtKB:Q4V887}. Note=Localizes to lipid rafts in T cells and is recruited into the immunological synapse in response to TCR stimulation (PubMed:34394081). In the choroid plexus is limited to the apical membrane in epithelial cells (By similarity). {ECO:0000250|UniProtKB:Q4V887, ECO:0000269|PubMed:34394081}.",,TOPO_DOM 29..325; /note=Extracellular; /evidence=ECO:0000269|PubMed:12839489; TOPO_DOM 347..355; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 377..423; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 445..657; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 679..686; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 708..724; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 746..755; /note=Extracellular; /evidence=ECO:0000269|PubMed:12839489,TRANSMEM 326..346; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 356..376; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 424..444; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 658..678; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 687..707; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 725..745; /note=Helical; Name=6; /evidence=ECO:0000255
Q8NG11,TSPAN14,-71071220298383,"-5,36789607","0,0000001627004412","0,00000553801968","-4,59511985",TRUE,FALSE,TRUE,significant,Q8NG11,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26686862}; Multi-pass membrane protein {ECO:0000305}.,,TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 39..61; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 83..92; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 114..232; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 254..270; /note=Cytoplasmic; /evidence=ECO:0000305,TRANSMEM 18..38; /note=Helical; /evidence=ECO:0000255; TRANSMEM 62..82; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255
Q86VZ1,P2RY8,419385011602674,"6,6643575","0,0000000001324702696","0,000000009253336308","-4,59511985",TRUE,TRUE,FALSE,significant,Q86VZ1,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,,TOPO_DOM 1..19; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 41..57; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 79..88; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 110..138; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 160..187; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 209..237; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 259..275; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 297..359; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 20..40; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 58..78; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 89..109; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 139..159; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 188..208; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 238..258; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 276..296; /note=Helical; Name=7; /evidence=ECO:0000255
Q8TEU7,RAPGEF6,-72623964500787,"-4,360994489","0,00001797353986","0,0003645996103","-4,59511985",TRUE,FALSE,TRUE,significant,B2RTU6,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11524421}. Cell membrane {ECO:0000269|PubMed:11524421}. Note=Upon binding to M-Ras, it translocates to the plasma membrane.",,,
Q7L804,RAB11FIP2,-73057732353956,"-3,867377961","0,0001356908643","0,002052739572","-4,59511985",TRUE,FALSE,TRUE,significant,Q7L804,"SUBCELLULAR LOCATION: Cell projection, phagocytic cup {ECO:0000269|PubMed:30883606}. Cell membrane; Peripheral membrane protein. Recycling endosome membrane; Peripheral membrane protein. Note=Translocates with RAB11A from the vesicles of the endocytic recycling compartment (ERC) to the plasma membrane.",,,
B0I1T2,MYO1G,-76561141678136,"-4,97312441","0,000001126299511","0,00003077402712","-4,59511985",TRUE,FALSE,TRUE,significant,B0I1T2,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19968988, ECO:0000269|PubMed:20071333}; Peripheral membrane protein {ECO:0000269|PubMed:19968988, ECO:0000269|PubMed:20071333}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:Q5SUA5}. Note=Recruited to Fc-gamma receptor (Fc-gamma-R) phagocytic cup. In T-cells, transiently accumulates in discrete areas at the plasma membrane of migrating cells or when membranes are deformed (By similarity). Localization at the membrane is not highly dependent on phosphatidylinositol 4,5-bisphosphate levels. Released from the membrane in the presence of ATP. May be enriched in peripheral processes, such as microvilli or ruffles. {ECO:0000250|UniProtKB:Q5SUA5, ECO:0000269|PubMed:20071333}.",,,
P36897,TGFBR1,-77902880260044,"-3,397309851","0,0007750774453","0,00929283152","-4,59511985",TRUE,FALSE,TRUE,significant,B4DXN7,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21791611, ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:9472030}; Single-pass type I membrane protein {ECO:0000269|PubMed:9472030}. Cell junction, tight junction {ECO:0000269|PubMed:15761148}. Cell surface {ECO:0000269|PubMed:25893292}. Membrane raft {ECO:0000269|PubMed:25893292}.",,TOPO_DOM 34..126; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 148..503; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 127..147; /note=Helical; /evidence=ECO:0000255
P22694,PRKACB,-90633899385489,"-3,455941535","0,0006298565207","0,007796051511","-4,59511985",TRUE,FALSE,TRUE,significant,P22694,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21423175}. Cell membrane {ECO:0000269|PubMed:21423175}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Nucleus {ECO:0000250|UniProtKB:P05131}. Note=Translocates into the nucleus (monomeric catalytic subunit). The inactive holoenzyme is found in the cytoplasm. {ECO:0000250|UniProtKB:P05131}.,,,
Q6GTX8,LAIR1,-97504950083264,"-5,315475898","0,0000002117341427","0,000006914066537","-4,59511985",TRUE,FALSE,TRUE,significant,Q6GTX8,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10229813, ECO:0000269|PubMed:11160222, ECO:0000269|PubMed:9285412}; Single-pass type I membrane protein {ECO:0000269|PubMed:10229813, ECO:0000269|PubMed:11160222, ECO:0000269|PubMed:9285412}.",,TOPO_DOM 22..165; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 187..287; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 166..186; /note=Helical; /evidence=ECO:0000255
Q7Z7A4,PXK,-99023759138367,"-7,035479492",0,"0,000000001116861995","-4,59511985",TRUE,FALSE,TRUE,significant,A0A0C4DG95,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16142408}. Cell membrane {ECO:0000269|PubMed:16142408}; Peripheral membrane protein {ECO:0000269|PubMed:16142408}. Note=Also associates with the plasma membrane. Isoform 3 is present throughout the cell.,,,
Q93096,PTP4A1,-101576689832316,"-5,911676005","0,000000009443726319","0,0000004214525195","-4,59511985",TRUE,FALSE,TRUE,significant,A0A024R8J2,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10940933, ECO:0000269|PubMed:15571731}; Lipid-anchor {ECO:0000269|PubMed:10940933, ECO:0000269|PubMed:12235145, ECO:0000269|PubMed:15571731}. Early endosome {ECO:0000269|PubMed:12235145}. Endoplasmic reticulum {ECO:0000269|PubMed:12235145}. Cytoplasm {ECO:0000269|PubMed:12235145}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:12235145}. Nucleus {ECO:0000250|UniProtKB:Q78EG7}. Note=And mitotic spindle. {ECO:0000269|PubMed:12235145}.",,,
Q8WWI5,SLC44A1,-109189880966000,"-5,971005941","0,000000006837901254","0,0000003193538417","-4,59511985",TRUE,FALSE,TRUE,significant,Q8WWI5,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19357133, ECO:0000269|PubMed:31855247}; Multi-pass membrane protein {ECO:0000269|PubMed:19357133}. Mitochondrion outer membrane {ECO:0000269|PubMed:19357133}; Multi-pass membrane protein {ECO:0000269|PubMed:19357133}.",,TOPO_DOM 2..30; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 52..212; /note=Mitochondrial intermembrane; /evidence=ECO:0000255; TOPO_DOM 234..238; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 260..288; /note=Mitochondrial intermembrane; /evidence=ECO:0000255; TOPO_DOM 310..315; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 337..338; /note=Mitochondrial intermembrane; /evidence=ECO:0000255; TOPO_DOM 360..380; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 402..537; /note=Mitochondrial intermembrane; /evidence=ECO:0000255; TOPO_DOM 559..566; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 588..653; /note=Mitochondrial intermembrane; /evidence=ECO:0000255,TRANSMEM 31..51; /note=Helical; /evidence=ECO:0000255; TRANSMEM 213..233; /note=Helical; /evidence=ECO:0000255; TRANSMEM 239..259; /note=Helical; /evidence=ECO:0000255; TRANSMEM 289..309; /note=Helical; /evidence=ECO:0000255; TRANSMEM 316..336; /note=Helical; /evidence=ECO:0000255; TRANSMEM 339..359; /note=Helical; /evidence=ECO:0000255; TRANSMEM 381..401; /note=Helical; /evidence=ECO:0000255; TRANSMEM 538..558; /note=Helical; /evidence=ECO:0000255; TRANSMEM 567..587; /note=Helical; /evidence=ECO:0000255
Q8WYR1,PIK3R5,-187025990653464,"-5,556585161","0,00000006202427153","0,000002285509051","-4,59511985",TRUE,FALSE,TRUE,significant,L7RT34,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O02696}. Cytoplasm {ECO:0000250|UniProtKB:O02696}. Cell membrane {ECO:0000250|UniProtKB:O02696}; Peripheral membrane protein {ECO:0000250|UniProtKB:O02696}. Note=Predominantly localized in the nucleus in absence of PIK3CG/p120. Colocalizes with PIK3CG/p120 in the cytoplasm. Translocated to the plasma membrane in a beta-gamma G protein-dependent manner. {ECO:0000250|UniProtKB:O02696}.,,,
P11169,SLC2A3,-124634230447045,"-6,480986169","0,0000000003873384804","0,0000000248919201","-4,59511985",TRUE,FALSE,TRUE,significant,P11169,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9477959, ECO:0000305|PubMed:26176916}; Multi-pass membrane protein {ECO:0000269|PubMed:26176916}. Perikaryon {ECO:0000250|UniProtKB:Q07647}. Cell projection {ECO:0000250|UniProtKB:Q07647}. Note=Localized to densely spaced patches along neuronal processes. {ECO:0000250|UniProtKB:Q07647}.",,TOPO_DOM 1..10; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 33..64; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 86..90; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 112..118; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 143..153; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 175..183; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 205..269; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 291..304; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 326..331; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 353..363; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 390..399; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 421..429; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 451..496; /note=Cytoplasmic; /evidence=ECO:0000305,"TRANSMEM 11..32; /note=Helical; Name=1; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 65..85; /note=Helical; Name=2; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 91..111; /note=Helical; Name=3; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 119..142; /note=Helical; Name=4; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 154..174; /note=Helical; Name=5; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 184..204; /note=Helical; Name=6; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 270..290; /note=Helical; Name=7; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 305..325; /note=Helical; Name=8; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 332..352; /note=Helical; Name=9; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 364..389; /note=Helical; Name=10; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 400..420; /note=Helical; Name=11; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916; TRANSMEM 430..450; /note=Helical; Name=12; /evidence=ECO:0000255, ECO:0000269|PubMed:26176916"
P30511,HLA-F,-125645698857502,"-3,77286396","0,0001954319685","0,002818500904","-4,59511985",TRUE,FALSE,TRUE,significant,P30511,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16709803, ECO:0000269|PubMed:23851683, ECO:0000305|PubMed:27455421}; Single-pass type I membrane protein. Early endosome membrane {ECO:0000269|PubMed:23851683}. Lysosome membrane {ECO:0000269|PubMed:23851683}. Note=For cross-presentation transits from the cell surface through endosomal pathway to lysosomes, where the peptide is generated from internalized exogenous antigen. {ECO:0000269|PubMed:23851683}.",,TOPO_DOM 22..305; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 330..346; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 306..329; /note=Helical; /evidence=ECO:0000255
